CensusPlaceCode,ST,CensusPlaceName,SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,POPESTIMATE2024,POPESTIMATE2025
1919548900,,Manly city,157,19,195,48900,00000,00000,1,A,1260,1259,1248,1237,1237,1233,1239
1919557630,,Northwood city,157,19,195,57630,00000,00000,1,A,2071,2069,2061,2053,2056,2046,2056
1919599990,,Balance of Worth County,157,19,195,99990,00000,00000,1,S,2916,2911,2886,2861,2859,2848,2862
1919700000,,Wright County,050,19,197,00000,00000,00000,0,A,12943,12919,12818,12750,12825,12848,12801
1919705680,,Belmond city,157,19,197,05680,00000,00000,1,A,2468,2463,2438,2424,2432,2429,2420
1919713620,,Clarion city,157,19,197,13620,00000,00000,1,A,2810,2804,2782,2770,2783,2773,2758
1919722305,,Dows city (pt.),157,19,197,22305,00000,00000,1,A,482,481,476,471,472,471,469
1919723250,,Eagle Grove city,157,19,197,23250,00000,00000,1,A,3606,3602,3589,3578,3610,3649,3653
1919729550,,Galt city,157,19,197,29550,00000,00000,1,A,23,23,23,23,23,23,23
1919731530,,Goldfield city,157,19,197,31530,00000,00000,1,A,634,632,625,620,622,621,616
1919769015,,Rowan city,157,19,197,69015,00000,00000,1,A,122,122,121,119,121,119,118
1919787015,,Woolstock city,157,19,197,87015,00000,00000,1,A,143,143,141,140,141,141,140
1919799990,,Balance of Wright County,157,19,197,99990,00000,00000,1,F,2655,2649,2623,2605,2621,2622,2604
